MOF_name,Load [molecules/UC],Load [mol/kg framework],Enthalpy_Ads [KJ/mol],Host_Ads_vdW [K],Host_Ads_Coul [K],Ads_Ads_vdW [K],Ads_Ads_Coul [K],Ave_Heat_Cap [J/mol/K],Total_E [K],Ave_Dens [kg/m3],Fugacity [Pa],Molecule
OPT_csq_sym_5_on_9_sym_8_mc_9_1B_4CN,19.9920000000,0.8140420542,-6.79225,-96366.511100,0.00000,-3526.995977,0.00000,1871.38712,-42635.61808,61.47138,98295.62964388793625,23-dmb_433K_1Bar
OPT_csq_sym_5_on_9_sym_8_mc_9_2B_4Br,47.2704000000,1.0384690115,-10.73076,-170179.606069,0.00000,-26011.061336,0.00000,5860.86164,-60813.73848,84.83084,98295.62964388793625,23-dmb_433K_1Bar
OPT_csq_sym_8_mc_9_sym_5_on_11_1B_4CN,39.3872000000,2.2050478678,-7.95825,-189897.544207,0.00000,-17992.821598,0.00000,3375.49844,-95397.43683,121.62702,98295.62964388793625,23-dmb_433K_1Bar
OPT_cut_sym_8_mc_9_sym_3_on_2_1B_2Br_1B_2Br,93.7176000000,3.0741093767,-10.86201,-302650.564165,0.00000,-68309.754099,0.00000,11183.03902,-102319.92305,195.12625,98295.62964388793625,23-dmb_433K_1Bar
OPT_cut_sym_8_mc_9_sym_3_on_2_1B_2NO2_ntn_edge,78.9590000000,3.5241758632,-21.63714,-279536.551365,0.00000,-71099.566483,0.00000,13258.49907,-125011.10254,236.46631,98295.62964388793625,23-dmb_433K_1Bar
OPT_cut_sym_8_mc_9_sym_3_on_2_2B_2Br_2B_2Br,23.2812000000,1.8928925871,-5.30120,-76444.310193,0.00000,-9017.707066,0.00000,2150.67365,-18677.47931,66.41661,98295.62964388793625,23-dmb_433K_1Bar
OPT_cut_sym_8_mc_9_sym_3_on_2_2B_4H_2B_4H,20.8392000000,3.4803785115,-4.48641,-61576.753654,0.00000,-9625.612764,0.00000,2237.00175,-11672.06400,58.65038,98295.62964388793625,23-dmb_433K_1Bar
OPT_cut_sym_8_mc_9_sym_3_on_2_ntn_edge_1B_4CN,47.8142000000,2.1843056815,-15.68060,-174961.636241,0.00000,-29745.121421,0.00000,5054.91419,-68114.37625,167.49230,98295.62964388793625,23-dmb_433K_1Bar
OPT_dag_sym_3_on_1_sym_7_mc_4_1B_4CN,26.3906000000,4.0011104145,-14.36470,-89660.010332,0.00000,-20288.537507,0.00000,2819.33389,-33441.31589,206.76804,98295.62964388793625,23-dmb_433K_1Bar
OPT_dag_sym_3_on_1_sym_7_mc_4_2B_4Br,24.9810000000,1.1800652633,-4.05936,-79821.791521,0.00000,-7611.959956,0.00000,2301.11580,-15768.20685,71.78127,98295.62964388793625,23-dmb_433K_1Bar
OPT_dag_sym_3_on_2_sym_7_mc_4_1B_4Br,33.4488000000,2.8478768313,-24.02262,-118487.927312,0.00000,-35199.592498,0.00000,4125.51245,-58592.13575,267.24363,98295.62964388793625,23-dmb_433K_1Bar
OPT_dag_sym_3_on_2_sym_7_mc_4_2B_4F,14.7062000000,1.5559364169,-1.69216,-38129.829574,0.00000,-3601.759942,0.00000,1401.71657,543.05958,41.18325,98295.62964388793625,23-dmb_433K_1Bar
OPT_ddi_sym_8_mc_9_1B_4Br,29.0232000000,0.6624486704,-43.55941,-195270.455351,0.00000,-12294.642886,0.00000,2114.45598,-124268.43706,124.43364,98295.62964388793625,23-dmb_433K_1Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_1B_2F_ntn_edge,46.6088000000,4.3392071113,-12.30739,-142084.227480,0.00000,-36146.861310,0.00000,5375.12386,-44226.93084,205.84373,98295.62964388793625,23-dmb_433K_1Bar
