MOF_name,Load [molecules/UC],Load [mol/kg framework],Enthalpy_Ads [KJ/mol],Host_Ads_vdW [K],Host_Ads_Coul [K],Ads_Ads_vdW [K],Ads_Ads_Coul [K],Ave_Heat_Cap [J/mol/K],Total_E [K],Ave_Dens [kg/m3],Fugacity [Pa],Molecule
OPT_dag_sym_3_on_2_sym_7_mc_4_2B_2NO2,667.0215000000,64.6509704657,-2.41045,-140472.150969,0.00000,-46602.906979,-1860.92321,22268.15435,-188935.98116,44.12912,8016139.59684940520674,h2_77K_100Bar
OPT_ddi_sym_8_mc_9_1B_2CH3,363.9000000000,14.3210573454,-3.82622,-228443.863536,0.00000,-21212.060469,-1280.33339,5693.32086,-250936.25739,37.01587,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_1B_2Br_ntn_edge,481.7575000000,29.0421645127,-4.01469,-175598.018726,0.00000,-37911.594698,-1842.58568,17457.20858,-215352.19910,49.33078,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_1B_2OH_ntn_edge,475.2430000000,45.0459797419,-3.49199,-156334.871110,0.00000,-36866.178182,-1700.94375,16512.96687,-194901.99305,49.05259,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_2B_2CN_2B_2CN,1852.1040000000,90.3666497434,-2.24869,-368771.464126,0.00000,-131361.704125,-5258.97524,50937.29724,-505392.14350,44.59008,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_ntn_edge_1B_2NO2,990.1130000000,16.8278680335,-3.81237,-593862.257066,0.00000,-54453.261682,-3473.24499,14664.64010,-651788.76374,38.73576,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_1B_2F_ntn_edge,501.2175000000,46.9736717882,-3.61224,-164420.336833,0.00000,-39987.540513,-1849.27333,20496.57204,-206257.15068,50.30509,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_1B_4Br_ntn_edge,497.8830000000,20.6667226521,-3.83144,-209677.659508,0.00000,-38889.918716,-1881.69890,11738.69187,-250449.27712,48.69184,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_2B_2SH_2B_2SH,1934.0385000000,87.4435399428,-2.40071,-425422.641320,0.00000,-142960.469239,-5875.76844,55090.39712,-574258.87900,46.42335,8016139.59684940520674,h2_77K_100Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_ntn_edge_1B_4Br,1081.1360000000,13.5268873279,-5.12341,-758947.456957,0.00000,-58164.152363,-4535.80351,26530.77414,-821647.41283,39.88258,8016139.59684940520674,h2_77K_100Bar
OPT_eea_sym_6_mc_3_sym_3_on_2_1B_2OH,733.4430000000,60.7962970873,-2.82032,-202379.468790,0.00000,-56963.703203,-2361.01902,21721.45295,-261704.19101,49.96787,8016139.59684940520674,h2_77K_100Bar
OPT_fcu_sym_12_mc_11_1B_4Br,449.8835000000,3.9518323548,-4.55617,-377609.727490,0.00000,-13515.856386,-1512.82847,4205.17353,-392638.41235,20.37545,8016139.59684940520674,h2_77K_100Bar
OPT_fcu_sym_12_mc_11_2B_4H,302.3085000000,35.6388690787,-3.84293,-133461.747183,0.00000,-23412.324734,-1132.22470,7682.35008,-158006.29661,50.84490,8016139.59684940520674,h2_77K_100Bar
OPT_flu_sym_8_mc_9_1AN_C_2B_2CH3,511.5360000000,44.6842521264,-3.58187,-189820.325354,0.00000,-40304.816591,-1883.64488,12865.79814,-232008.78683,48.80338,8016139.59684940520674,h2_77K_100Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_1B_2CF3_1B_2CF3,651.6065000000,47.8281596878,-3.00921,-179348.943596,0.00000,-50044.646356,-2192.32635,17965.79477,-231585.91630,48.42545,8016139.59684940520674,h2_77K_100Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_1B_2OH_ntn_edge,1412.6880000000,34.9494234839,-4.29636,-614157.956478,0.00000,-113220.464094,-5774.55727,42180.31128,-733152.97784,51.78732,8016139.59684940520674,h2_77K_100Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_2B_2NH2_2B_2NH2,1780.6850000000,130.6344455593,-2.42670,-281309.047064,0.00000,-123033.372748,-4789.00682,63279.07636,-409131.42663,43.02045,8016139.59684940520674,h2_77K_100Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_2SH,520.7270000000,57.0479189342,-3.42136,-166441.129628,0.00000,-42949.114641,-1961.95233,13936.30066,-211352.19660,53.12879,8016139.59684940520674,h2_77K_100Bar
