MOF_name,molecule,fugacity,loading
OPT_acs_sym_7_mc_4_1B_2Br,23_DMB,98295.62964388792,3.1544475576
OPT_acs_sym_7_mc_4_2B_2CH3,23_DMB,98295.62964388792,7.0875840843
OPT_act_sym_6_mc_3_sym_3_on_2_1B_2CH3_1B_2CH3,23_DMB,98295.62964388792,8.4519783664
OPT_act_sym_6_mc_3_sym_3_on_2_1B_2SH_1B_2SH,23_DMB,98295.62964388792,7.3852605246
OPT_act_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_4Br,23_DMB,98295.62964388792,0.6929165372
OPT_apo_sym_6_mc_3_sym_3_on_1_1B_4F,23_DMB,98295.62964388792,4.5913694985
OPT_apo_sym_6_mc_3_sym_3_on_2_1B_2CF3,23_DMB,98295.62964388792,3.863784416
OPT_apo_sym_6_mc_3_sym_3_on_2_2B_2CF3,23_DMB,98295.62964388792,1.6685643632
OPT_bcu_sym_8_mc_9_2B_2OH,23_DMB,98295.62964388792,3.5355867227
OPT_ceq_sym_3_on_1_sym_7_mc_4_1B_2NH2_ntn_edge,23_DMB,98295.62964388792,4.5952432849
OPT_ceq_sym_3_on_1_sym_7_mc_4_2B_2Br_2B_2Br,23_DMB,98295.62964388792,1.9573390661
OPT_ceq_sym_3_on_1_sym_7_mc_4_2B_4F_2B_4F,23_DMB,98295.62964388792,1.3609720775
OPT_ceq_sym_3_on_2_sym_7_mc_4_1B_2NO2_ntn_edge,23_DMB,98295.62964388792,3.1296042274
OPT_ceq_sym_3_on_2_sym_7_mc_4_2B_2F_2B_2F,23_DMB,98295.62964388792,2.0997540664
OPT_csq_sym_5_on_9_sym_8_mc_9_1B_2CN,23_DMB,98295.62964388792,1.4154033202
OPT_csq_sym_5_on_9_sym_8_mc_9_2B_2CH3,23_DMB,98295.62964388792,3.6399475451
OPT_csq_sym_8_mc_9_sym_5_on_11_1B_2CN,23_DMB,98295.62964388792,3.2114735191
OPT_csq_sym_8_mc_9_sym_5_on_11_2B_2F,23_DMB,98295.62964388792,3.7003260895
OPT_cut_sym_8_mc_9_sym_3_on_2_1B_2CH3_ntn_edge,23_DMB,98295.62964388792,5.4259084657
