MOF_name,Load [molecules/UC],Load [mol/kg framework],Enthalpy_Ads [KJ/mol],Host_Ads_vdW [K],Host_Ads_Coul [K],Ads_Ads_vdW [K],Ads_Ads_Coul [K],Ave_Heat_Cap [J/mol/K],Total_E [K],Ave_Dens [kg/m3],Fugacity [Pa],Molecule
SR_cez_v1-4c_Cu_1_Ch_v2-6c_B_Ch_v3-3c_pyrrole_Ch_ntn_edge_2B_2SH_Ch_2x2x1,78.4770000000,2.0733613550,-5.47193,-43331.166427,-2775.29851,-369.271533,-9.43229,4117.39876,-46485.16877,3.62334,499640.89963272935711,h2_160K_5Bar
SR_cut_v1-8c_Zr_1_Ch_v2-3c_B_Ch_2B_2CF3_Ch_ntn_edge_2x2x2,59.4710000000,1.5279176225,-4.06636,-19340.976436,-819.42028,-130.948168,-0.74804,3070.80952,-20292.09293,1.59905,499640.89963272935711,h2_160K_5Bar
SR_dnr_v1-4c_pyrene_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_1B_2F_Ch_ntn_edge_1x1x3,35.0690000000,2.5088223050,-3.96450,-12314.399741,-574.54727,-114.880338,-5.33236,1484.91623,-13009.15971,1.95248,499640.89963272935711,h2_160K_5Bar
SR_edq_v1-3c_B_Ch_v2-6c_Cr_1_Ch_2B_2NH2_Ch_1x1x1,59.8845000000,3.3222038820,-3.60468,-14920.664547,-2016.51609,-123.984044,-2.22965,2593.86044,-17063.39432,1.46731,499640.89963272935711,h2_160K_5Bar
SR_epc_v1-6c_bicyclooctane_Ch_v2-4c_1anC_Ch_v3-4c_Cu_1_Ch_2B_2CH3_Ch_1x1x1,35.9585000000,2.7125710036,-4.37500,-13428.780396,-351.85645,-96.948034,-0.89342,1950.20473,-13878.47830,1.85113,499640.89963272935711,h2_160K_5Bar
SR_epq_v1-4c_Cu_1_Ch_v2-6c_B_Ch_v3-3c_B_Ch_2B_4CN_Ch_1x1x1,52.5325000000,1.7242786868,-3.65363,-16049.694878,-2545.98165,-107.975219,-1.34634,2327.26776,-18704.99809,1.49053,499640.89963272935711,h2_160K_5Bar
SR_epq_v1-4c_Cu_1_Ch_v2-6c_B_Ch_v3-3c_triazine_Ch_4B_fused_8H_Ch_1x1x1,65.2425000000,3.3382886737,-3.99761,-24044.762009,-455.23623,-186.811038,-2.46556,2852.54079,-24689.27484,1.94134,499640.89963272935711,h2_160K_5Bar
SR_ffc_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_ntn_edge_1B_2NH2_Ch_2x2x2,41.8725000000,2.5423528528,-4.22711,-14695.552101,-1367.96562,-111.745721,-2.72012,1773.95286,-16177.98356,2.13354,499640.89963272935711,h2_160K_5Bar
SR_ffc_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_triazine_Ch_1B_4CN_Ch_1x1x2,14.1050000000,2.1145594279,-4.00242,-4074.624242,-686.54763,-23.236269,-1.12854,705.31276,-4785.53668,1.53098,499640.89963272935711,h2_160K_5Bar
SR_flt_v1-3c_pyrrole_Ch_v2-8c_Zr_1_Ch_1TrU_Ch_1DoU_Ch_2x2x1,17.0662500000,1.2758520526,-4.92453,-13418.697088,-1518.85504,-109.519001,-0.11201,1721.76007,-15047.18313,2.19011,499640.89963272935711,h2_160K_5Bar
SR_fly_v1-6c_Zn_1_Ch_v2-3c_pyrrole_Ch_1DoU_Ch_1TrU_Ch_1B_4H_Ch_1x2x1,13.5542500000,1.9383379385,-4.70976,-20308.741658,-1575.30078,-151.720838,-5.09948,3128.54487,-22040.86275,2.29579,499640.89963272935711,h2_160K_5Bar
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_triazine_Ch_v5-4c_Cu_1_Ch_ntn_edge_4B_fused_8H_Ch_1x1x1,32.9525000000,2.9238566933,-3.62962,-8908.532101,-327.43419,-77.479281,-2.99661,1079.96317,-9316.44218,1.69292,499640.89963272935711,h2_160K_5Bar
SR_fof_v1-3c_pyrrole_Ch_v2-4c_Cu_1_Ch_1B_2Br_Ch_2x1x1,41.8835000000,1.4536539623,-5.06768,-18677.945115,-624.70936,-142.879310,-3.72143,2920.17603,-19449.25521,2.64994,499640.89963272935711,h2_160K_5Bar
SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2B_4CN_Ch_ntn_edge_1x1x2,18.4545000000,1.2726932892,-5.45840,-9357.246452,-1434.88761,-58.739596,-0.07996,1372.93785,-10850.95361,2.21936,499640.89963272935711,h2_160K_5Bar
SR_frf_v1-3c_pyrrole_Ch_v2-4c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_ntn_edge_2B_2F_Ch_1x1x1,25.9865000000,1.9473728670,-4.56618,-21897.579827,-2233.45240,-177.441325,-4.29266,2874.75121,-24312.76621,2.29255,499640.89963272935711,h2_160K_5Bar
SR_frl_v1-4c_Cu_1_Ch_v2-4c_bicyclooctane_Ch_ntn_edge_1TrU_Ch_1x3x2,33.1570000000,3.2593919417,-6.01406,-18308.923881,-1093.83538,-199.528369,-1.19207,3331.87358,-19603.47970,4.63380,499640.89963272935711,h2_160K_5Bar
SR_fsh_v1-4c_1anC_Ch_v2-6c_Zn_1_Ch_1B_4H_Ch_1TrU_Ch_2x2x1,28.7530000000,2.2900284391,-5.36183,-13328.214845,-396.06441,-130.366085,-3.27810,2020.83794,-13857.92344,3.36568,499640.89963272935711,h2_160K_5Bar
SR_fsi_v1-4c_bicyclooctane_Ch_v2-4c_bicyclooctane_Ch_v3-6c_Cr_1_Ch_1TrU_Ch_1B_4H_Ch_1x2x1,38.1520000000,2.5403526384,-4.88365,-31027.137518,-2563.92176,-285.154002,-5.69969,4323.03004,-33881.91297,2.87663,499640.89963272935711,h2_160K_5Bar
SR_fsk_v1-6c_Zn_1_Ch_v2-4c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_2B_2CH3_Ch_ntn_edge_1x2x1,43.6635000000,2.7403138540,-4.60638,-15855.387858,-413.75803,-98.262858,-4.78615,2155.22869,-16372.19490,2.06178,499640.89963272935711,h2_160K_5Bar
SR_fsk_v1-6c_Zr_1_Ch_v2-4c_1anC_Ch_v3-4c_bicyclooctane_Ch_1TrU_Ch_1x2x2,35.6390000000,1.5534763291,-5.82152,-16215.511100,-4921.32361,-151.922729,-2.12044,2489.58879,-21290.87787,3.16526,499640.89963272935711,h2_160K_5Bar
SR_fsm_v1-6c_Zn_1_Ch_v2-4c_1anC_Ch_v3-4c_1anC_Ch_1B_2CF3_Ch_1x2x2,37.3895000000,1.1397245346,-5.95497,-21075.802948,-856.63246,-135.905005,-2.85975,4312.66725,-22071.20016,2.82562,499640.89963272935711,h2_160K_5Bar
SR_fsm_v1-6c_Zn_1_Ch_v2-4c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_1DoU_Ch_1TrU_Ch_ntn_edge_1x2x2,26.7815000000,1.8762890166,-4.90481,-10575.878107,-511.62477,-95.456920,-2.42695,1583.10305,-11185.38674,2.63442,499640.89963272935711,h2_160K_5Bar
SR_fsm_v1-6c_Zr_1_Ch_v2-4c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_ntn_edge_1DoU_Ch_1TrU_Ch_1x2x2,32.3120000000,1.3870851675,-6.94768,-17710.457602,-5077.93956,-127.357066,-3.89257,3348.76389,-22919.64680,3.30501,499640.89963272935711,h2_160K_5Bar
SR_fsx_v1-5c_bicyclooctane_Ch_v2-6c_Zn_1_Ch_1TrU_Ch_1DoU_Ch_2x2x1,24.4605000000,1.7157351577,-4.43044,-9050.593289,-473.82392,-80.834163,-2.91361,967.44827,-9608.16499,2.42858,499640.89963272935711,h2_160K_5Bar
SR_gar_v1-4c_1anC_Ch_v2-6c_Zr_1_Ch_1B_2SH_Ch_1x1x1,50.9040000000,1.5805298386,-6.09103,-26569.342953,-5423.40654,-208.149390,-3.18810,4396.69758,-32204.08698,3.16196,499640.89963272935711,h2_160K_5Bar
SR_gee_v1-4c_Cu_1_Ch_v2-3c_triazine_Ch_v3-4c_Cu_1_Ch_ntn_edge_2x2x2,42.6715000000,1.4554511167,-5.28937,-18924.023132,-3116.28444,-146.679921,-8.12200,2842.14003,-22195.10949,2.80374,499640.89963272935711,h2_160K_5Bar
SR_geo_v1-3c_B_Ch_v2-3c_pyrrole_Ch_v3-4c_Cu_1_Ch_ntn_edge_1DoU_Ch_2x2x2,52.3290000000,2.0990646519,-7.02824,-34173.127196,-4566.63354,-243.225004,-4.17763,5546.48296,-38987.16337,4.40467,499640.89963272935711,h2_160K_5Bar
SR_geo_v1-3c_pyrrole_Ch_v2-3c_triazine_Ch_v3-4c_Cu_1_Ch_1B_2SH_Ch_ntn_edge_1x1x1,19.5620000000,2.3891265341,-4.35368,-6994.438825,-464.14869,-61.409478,-1.12611,858.91018,-7521.12310,2.20412,499640.89963272935711,h2_160K_5Bar
SR_geo_v1-3c_triazine_Ch_v2-3c_pyrrole_Ch_v3-4c_Cu_1_Ch_ntn_edge_2B_2CF3_Ch_1x1x1,15.2385000000,1.1512652420,-4.37007,-5153.591866,-248.93284,-33.532812,-1.07181,1030.73527,-5437.12934,1.52584,499640.89963272935711,h2_160K_5Bar
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2B_4Br_Ch_ntn_edge_4x1x1,30.2940000000,1.0557652145,-6.38800,-18817.337604,-446.81582,-132.110188,-2.75660,2335.68290,-19399.02021,3.48681,499640.89963272935711,h2_160K_5Bar
SR_hbr_v1-8c_Zr_1_Ch_v2-8c_Zr_1_Ch_1B_2NO2_Ch_1x1x2,35.4130000000,1.0716203155,-4.79340,-15182.498332,-2721.38400,-78.975201,-4.15905,2137.80690,-17987.01659,1.82925,499640.89963272935711,h2_160K_5Bar
SR_hey_v1-4c_Cu_1_Ch_v2-3c_pyrrole_Ch_v3-3c_triazine_Ch_1B_2NO2_Ch_ntn_edge_1x1x1,15.7280000000,1.1420324536,-5.47046,-6943.503151,-925.09941,-43.837843,-0.41613,1377.51294,-7912.85653,2.03657,499640.89963272935711,h2_160K_5Bar
SR_hof_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2B_2CF3_Ch_1x1x2,37.4835000000,2.3445016139,-2.82127,-7366.823183,-263.41333,-62.304546,-2.15371,826.41226,-7694.69477,1.16706,499640.89963272935711,h2_160K_5Bar
SR_htp_v1-6c_B_Ch_v2-6c_Cr_1_Ch_1B_4CN_Ch_2x2x2,68.4290000000,1.3664684019,-6.56103,-47223.086666,-18384.23005,-200.607256,-13.95044,5108.07194,-65821.87441,3.31491,499640.89963272935711,h2_160K_5Bar
SR_hyk_v1-4c_Cu_1_Ch_v2-6c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_1B_2Br_Ch_2x2x1,130.9605000000,1.4909803718,-5.00236,-63478.816553,-1360.69010,-516.116755,-14.46764,8681.13793,-65370.09105,2.79167,499640.89963272935711,h2_160K_5Bar
SR_hyl_v1-3c_triazine_Ch_v2-6c_Cr_1_Ch_v3-4c_bicyclooctane_Ch_1B_2Br_Ch_ntn_edge_2x2x1,102.7100000000,1.8027806625,-6.68920,-65801.075968,-6445.42748,-544.475496,-22.09264,9970.55499,-72813.07159,4.39297,499640.89963272935711,h2_160K_5Bar
SR_hyx_v1-3c_triazine_Ch_v2-4c_Cu_1_Ch_v3-4c_B_Ch_1B_2F_Ch_ntn_edge_2x2x1,38.2360000000,2.1004576593,-5.66938,-19649.542286,-1511.51028,-181.584919,-6.10175,2719.69017,-21348.73923,3.48908,499640.89963272935711,h2_160K_5Bar
SR_iab_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_ntn_edge_1B_4CN_Ch_2x2x1,77.2285000000,1.8431150564,-5.17822,-32085.766496,-3900.21316,-238.485454,-6.64233,5439.01991,-36231.10743,2.54886,499640.89963272935711,h2_160K_5Bar
SR_ibe_v1-6c_Zr_1_Ch_v2-3c_B_Ch_1TrU_Ch_1x1x1,37.0650000000,1.4859401970,-3.80735,-10418.806837,-2781.15790,-101.102210,-1.90085,1144.71600,-13302.96779,1.80139,499640.89963272935711,h2_160K_5Bar
SR_jaj_v1-3c_B_Ch_v2-4c_bicyclooctane_Ch_v3-4c_Cu_1_Ch_1DoU_Ch_1TrU_Ch_2x2x1,24.4690000000,2.7804678298,-3.53991,-7063.652247,-217.19514,-68.218854,-1.49277,601.46063,-7350.55901,1.92053,499640.89963272935711,h2_160K_5Bar
SR_jjt_v1-6c_Cr_1_Ch_v2-3c_triazine_Ch_v3-3c_B_Ch_1B_2Br_Ch_2x2x1,36.3275000000,1.5964773108,-4.49341,-25398.913467,-1884.04254,-212.947577,-4.71862,3976.88648,-27500.62221,2.26651,499640.89963272935711,h2_160K_5Bar
SR_jjt_v1-6c_Cr_1_Ch_v2-3c_triazine_Ch_v3-3c_pyrrole_Ch_1B_4Br_Ch_2x2x1,42.3195000000,1.2501622612,-5.56067,-22253.886826,-1259.97465,-176.396993,-4.08163,3255.71893,-23694.34010,3.35172,499640.89963272935711,h2_160K_5Bar
SR_jjt_v1-6c_Cr_1_Ch_v2-3c_triazine_Ch_v3-3c_triazine_Ch_2B_4CN_Ch_ntn_edge_2x2x1,45.0945000000,1.9696294768,-4.36489,-15216.907372,-3093.14460,-94.990661,-4.39054,2356.18941,-18409.43317,1.81131,499640.89963272935711,h2_160K_5Bar
SR_kag_v1-6c_Zr_1_Ch_1TrU_Ch_2x2x1,31.2730000000,1.0631638629,-3.82990,-8132.605398,-3226.53144,-73.938713,-2.36060,994.28082,-11435.43614,1.59088,499640.89963272935711,h2_160K_5Bar
SR_kew_v1-6c_Cr_1_Ch_v2-6c_B_Ch_v3-3c_triazine_Ch_2B_2NH2_Ch_1x1x2,30.0050000000,2.8669104234,-3.71617,-9052.705796,-1412.22774,-78.398708,-0.47790,1051.68715,-10543.81015,1.78374,499640.89963272935711,h2_160K_5Bar
SR_key_v1-6c_B_Ch_v2-6c_Zn_1_Ch_v3-3c_B_Ch_1B_4CN_Ch_2x2x3,76.6485000000,1.3372802825,-7.38195,-49959.607447,-5905.79368,-319.272956,-11.04920,12694.97777,-56195.72328,2.83453,499640.89963272935711,h2_160K_5Bar
SR_key_v1-6c_B_Ch_v2-6c_Zr_1_Ch_v3-3c_B_Ch_2B_2CN_Ch_1x1x2,30.3580000000,2.0596037981,-4.19265,-11010.469093,-1791.83206,-82.305678,-2.20654,1137.38811,-12886.81337,2.05722,499640.89963272935711,h2_160K_5Bar
SR_kez_v1-6c_Cr_1_Ch_v2-3c_pyrrole_Ch_v3-6c_B_Ch_ntn_edge_1TrU_Ch_2x2x2,51.1815000000,1.9784964486,-10.08833,-52232.227812,-1421.33141,-174.961665,-11.64125,4469.51036,-53840.16213,5.88831,499640.89963272935711,h2_160K_5Bar
SR_koh_v1-6c_Zn_1_Ch_v2-6c_Zn_1_Ch_v3-3c_triazine_Ch_1B_4CN_Ch_ntn_edge_1x1x1,39.3325000000,1.5492099207,-5.06888,-18740.815814,-2270.68535,-123.676162,-4.38467,2499.99938,-21139.56199,2.42003,499640.89963272935711,h2_160K_5Bar
SR_kxe_v1-3c_B_Ch_v2-12c_Zr_1_Ch_2B_2F_Ch_ntn_edge_1x1x1,56.8230000000,2.1781963354,-3.89492,-19631.996935,-941.28681,-137.959014,-6.57013,2011.09174,-20717.81289,2.03098,499640.89963272935711,h2_160K_5Bar
SR_lcy_v1-6c_Cr_1_Ch_2B_4Br_Ch_1x1x1,12.0860000000,1.0844845431,-4.75394,-4953.444528,-649.65842,-31.435726,-0.38528,855.76005,-5634.92395,2.18005,499640.89963272935711,h2_160K_5Bar
SR_lnj_v1-6c_Cr_1_Ch_v2-3c_triazine_Ch_1DoU_Ch_1TrU_Ch_2x2x1,22.6205000000,2.3470859897,-3.42859,-11174.446701,-1266.19250,-106.654677,-3.29266,960.49122,-12550.58654,1.79445,499640.89963272935711,h2_160K_5Bar
SR_lwg_v1-4c_Cu_1_Ch_v2-3c_pyrrole_Ch_v3-3c_pyrrole_Ch_ntn_edge_2B_2CH3_Ch_2x2x1,58.3185000000,1.7936225908,-5.51891,-32843.272175,-2392.36628,-236.924228,-5.70180,3466.48629,-35478.26449,2.90504,499640.89963272935711,h2_160K_5Bar
SR_lwh_v1-6c_B_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_2B_2NH2_Ch_1x1x1,107.9435000000,3.2426736144,-3.30829,-24998.083093,-2506.21285,-223.672094,-4.87814,2927.47462,-27732.84618,1.41364,499640.89963272935711,h2_160K_5Bar
SR_maw_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1TrU_Ch_1DoU_Ch_1x1x1,24.9195000000,2.5837715137,-3.76013,-7324.224844,-286.02932,-68.969270,-1.38114,633.40559,-7680.60457,1.90301,499640.89963272935711,h2_160K_5Bar
SR_mcn_v1-3c_pyrrole_Ch_v2-6c_Zn_1_Ch_2B_2OH_Ch_ntn_edge_1x1x2,29.3275000000,2.0938970856,-4.69403,-11088.480680,-1552.85675,-81.693678,-2.44790,1542.60887,-12725.47901,2.25975,499640.89963272935711,h2_160K_5Bar
SR_mcn_v1-3c_triazine_Ch_v2-6c_Zn_1_Ch_2B_2Br_Ch_ntn_edge_1x1x1,18.7555000000,1.5440845988,-3.48252,-5172.689470,-128.15804,-38.933775,-2.10173,514.35349,-5341.88301,1.64797,499640.89963272935711,h2_160K_5Bar
SR_mcs_v1-3c_B_Ch_v2-6c_Cr_1_Ch_v3-3c_B_Ch_1B_2SH_Ch_ntn_edge_1x1x1,15.9416250000,2.5260021028,-5.41178,-56457.815827,-5083.88308,-555.704156,-21.16976,10476.78450,-62118.57282,3.21728,499640.89963272935711,h2_160K_5Bar
SR_mcs_v1-3c_B_Ch_v2-6c_Zn_1_Ch_v3-3c_B_Ch_2B_2CF3_Ch_ntn_edge_2x2x2,62.2510000000,0.9199592798,-7.62918,-45166.137791,-2454.79137,-284.733395,-4.94958,11180.57202,-47910.61214,2.80225,499640.89963272935711,h2_160K_5Bar
SR_mcs_v1-3c_B_Ch_v2-6c_Zn_1_Ch_v3-3c_pyrrole_Ch_2B_fused_Ch_ntn_edge_1x1x1,14.6245000000,2.3348297942,-4.32149,-5155.210895,-206.66766,-41.299627,-2.30070,609.49489,-5405.47888,2.20558,499640.89963272935711,h2_160K_5Bar
