MOF_name,Load [molecules/UC],Load [mol/kg framework],Enthalpy_Ads [KJ/mol],Host_Ads_vdW [K],Host_Ads_Coul [K],Ads_Ads_vdW [K],Ads_Ads_Coul [K],Ave_Heat_Cap [J/mol/K],Total_E [K],Ave_Dens [kg/m3],Fugacity [Pa],Molecule
OPT_ddi_sym_8_mc_9_1B_2CF3,28.2855000000,0.8752115359,-6.88513,-18016.651228,-2769.65391,-114.216914,-4.36426,2968.70035,-20904.88631,2.84949,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_1B_2Br_1B_2Br,29.6295000000,1.5276987794,-4.93721,-11114.290161,-458.34405,-84.994853,-1.27107,1997.12734,-11658.90013,2.10283,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_1B_2OH_1B_2OH,29.1595000000,2.4612748687,-3.96356,-9411.722485,-1380.20604,-77.765944,-2.94095,1270.30558,-10872.63542,2.03956,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_2B_2CF3_2B_2CF3,57.8260000000,1.8766949919,-3.44014,-15089.938049,-1412.89065,-114.388793,-3.89466,1874.62949,-16621.11215,1.41410,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_ntn_edge_1B_2F,144.8730000000,2.7002181438,-7.12231,-89533.901592,-14128.05217,-924.684584,-26.68875,15173.70505,-104613.32709,5.65869,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_1B_2CN_ntn_edge,23.2330000000,2.0480418019,-4.75512,-9805.532846,-1141.84808,-69.099012,-1.87410,1179.56166,-11018.35403,2.29912,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_1B_4Br_1B_4Br,32.8125000000,1.1396715466,-4.69945,-13753.265957,-569.90538,-110.617786,-3.96178,1741.15332,-14437.75090,2.33089,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_2B_2OH_2B_2OH,58.3540000000,3.1953999168,-3.13387,-12675.282499,-1823.69390,-108.967731,-1.42341,1394.28175,-14609.36754,1.39282,499640.89963272935711,h2_160K_5Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_ntn_edge_1B_2SH,159.3220000000,2.8559751735,-7.18606,-115980.709578,-12302.53215,-979.240092,-32.94732,11774.44708,-129295.42914,5.98780,499640.89963272935711,h2_160K_5Bar
OPT_eea_sym_6_mc_3_sym_3_on_2_1B_2NO2,27.1875000000,1.7891522729,-3.97958,-9176.153749,-1194.79463,-59.604668,-3.23223,1101.62936,-10433.78528,1.85179,499640.89963272935711,h2_160K_5Bar
OPT_fcu_sym_12_mc_11_1B_2OH,116.7125000000,1.9650650626,-7.65014,-80158.207293,-8483.50776,-868.666283,-36.39957,17740.11317,-89546.78090,5.23908,499640.89963272935711,h2_160K_5Bar
OPT_fcu_sym_12_mc_11_2B_4Br,19.7795000000,0.8370325402,-6.57660,-12571.283501,-180.67014,-91.319443,-4.06952,1683.26916,-12847.34260,3.38417,499640.89963272935711,h2_160K_5Bar
OPT_flu_sym_8_mc_9_1AN_C_1B_4H,55.3010000000,1.9155691347,-6.13472,-30132.813599,-2791.46992,-267.666360,-5.75568,5981.53082,-33197.70555,3.82769,499640.89963272935711,h2_160K_5Bar
OPT_flu_sym_8_mc_9_1AN_C_2B_4H,21.2455000000,2.2010623534,-4.09059,-7049.905655,-364.47603,-53.108895,-1.96510,759.42082,-7469.45568,2.03894,499640.89963272935711,h2_160K_5Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_1B_2OH_1B_2OH,22.2555000000,2.4883064214,-3.52904,-5697.654318,-646.30138,-51.620948,-0.21437,633.41017,-6395.79101,1.62566,499640.89963272935711,h2_160K_5Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_2B_2CN_2B_2CN,52.4815000000,3.4012359097,-2.86926,-10445.175077,-1246.31709,-89.331016,-2.19303,1055.92373,-11783.01621,1.25409,499640.89963272935711,h2_160K_5Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_2NO2,20.0360000000,1.9918385383,-4.35270,-6422.508005,-667.58827,-53.861711,-0.84960,1045.17929,-7144.80759,2.05285,499640.89963272935711,h2_160K_5Bar
OPT_fsc_sym_6_mc_3_sym_5_on_11_1B_2NO2_1B_2NO2,21.2130000000,1.6885377389,-4.88339,-8072.668986,-775.57130,-71.468935,-1.03654,1269.32394,-8920.74576,2.33041,499640.89963272935711,h2_160K_5Bar
OPT_fsc_sym_6_mc_3_sym_5_on_11_2B_2NH2_2B_2NH2,18.5017500000,2.5680244560,-4.08709,-10519.570629,-653.33102,-79.666533,-1.56542,1540.36858,-11254.13361,1.67854,499640.89963272935711,h2_160K_5Bar
OPT_ftw_sym_12_mc_11_sym_5_on_11_1B_2CH3,60.3130000000,2.4702773353,-6.48898,-35345.194705,-1148.71858,-344.532624,-13.05536,7424.39758,-36851.50127,4.04996,499640.89963272935711,h2_160K_5Bar
OPT_ftw_sym_12_mc_11_sym_5_on_11_2B_2CH3,11.8341250000,2.7510168172,-5.01298,-43800.482169,-851.79533,-317.088621,-8.99771,5611.81184,-44978.36383,2.68139,499640.89963272935711,h2_160K_5Bar
OPT_ftw_sym_5_on_9_sym_12_mc_11_ntn_edge,67.2010000000,1.7408432364,-8.66780,-59129.643961,-7739.52245,-819.489810,-11.73551,5807.49431,-67700.39174,7.29419,499640.89963272935711,h2_160K_5Bar
OPT_hwx_sym_3_on_1_sym_7_mc_4_1B_4CN,24.1420000000,1.8300987402,-4.75337,-9543.988143,-1730.61244,-75.342983,-1.73550,1576.88633,-11351.67907,2.29191,499640.89963272935711,h2_160K_5Bar
OPT_hwx_sym_3_on_1_sym_7_mc_4_2B_4Br,46.9290000000,1.1084280601,-3.85513,-14492.745961,-587.59243,-103.393187,-2.71884,1879.35243,-15186.45042,1.65197,499640.89963272935711,h2_160K_5Bar
OPT_hwx_sym_3_on_2_sym_7_mc_4_2B_2CN,46.2785000000,2.7551926220,-3.23777,-12481.219580,-1816.83437,-94.945914,-1.30570,1210.76476,-14394.30556,1.56482,499640.89963272935711,h2_160K_5Bar
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2CF3_1B_2CF3,61.3435000000,1.6261838976,-5.12518,-24681.396829,-1049.77039,-183.356864,-1.41294,3711.10703,-25915.93702,2.30529,499640.89963272935711,h2_160K_5Bar
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2NO2_ntn_edge,49.6360000000,1.7591395159,-5.45670,-21718.146679,-2127.43351,-179.453185,-5.40898,4632.18063,-24030.44235,2.74275,499640.89963272935711,h2_160K_5Bar
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_4H_ntn_edge,48.8875000000,2.4972500237,-4.68948,-19599.065986,-623.69665,-183.805152,-4.79326,2296.92844,-20411.36105,2.77860,499640.89963272935711,h2_160K_5Bar
OPT_ibe_sym_6_mc_3_sym_3_on_2_ntn_edge_ntn_edge,27.0380000000,2.2033523809,-7.01093,-18017.077861,-1170.52815,-178.416708,-2.34093,2850.88508,-19368.36365,5.32914,499640.89963272935711,h2_160K_5Bar
OPT_kkm_sym_6_mc_3_sym_3_on_2_1B_2OH_ntn_edge,29.6282500000,1.9677344604,-5.33949,-26782.050843,-3152.09031,-248.492737,-7.14448,4376.79729,-30189.77837,3.18869,499640.89963272935711,h2_160K_5Bar
OPT_kkm_sym_6_mc_3_sym_3_on_2_2B_2CF3_2B_2CF3,31.7925000000,1.5735063026,-3.80534,-9362.617360,-434.14310,-63.654602,-1.81994,1138.85706,-9862.23500,1.54465,499640.89963272935711,h2_160K_5Bar
OPT_kkm_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_2CF3,42.8500000000,1.4322778473,-5.68610,-20504.009096,-1580.31788,-171.430822,-6.82299,3986.52944,-22262.58079,3.07291,499640.89963272935711,h2_160K_5Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_1B_2CF3_ntn_edge,18.3955000000,1.7665213166,-4.48186,-6685.253853,-273.23770,-53.841538,-1.29496,1042.71069,-7013.62804,1.98630,499640.89963272935711,h2_160K_5Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_1B_2OH_ntn_edge,17.6780000000,2.4949567641,-3.77174,-5105.452901,-482.86105,-41.824639,-0.49429,573.88035,-5630.63288,1.90025,499640.89963272935711,h2_160K_5Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_2B_2Br_2B_2Br,23.1595000000,2.0736035815,-3.16060,-4966.064280,-100.73490,-39.054441,-0.76188,695.82465,-5106.61550,1.29285,499640.89963272935711,h2_160K_5Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_2B_4CN_2B_4CN,22.0755000000,2.4919869270,-3.27912,-4708.822455,-746.57626,-36.937794,-1.32840,652.42092,-5493.66491,1.25068,499640.89963272935711,h2_160K_5Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_ntn_edge_ntn_edge,46.1235000000,2.1197704997,-5.54332,-21769.519105,-1526.11116,-229.098988,-6.02823,2940.35987,-23530.75748,3.76550,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_1B_2CF3_1B_2CF3,11.8105000000,1.7119320218,-3.94019,-4019.616460,-235.43115,-32.238253,-1.57330,528.97475,-4288.85916,1.90822,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_1B_2OH_ntn_edge,28.8807500000,2.3246999408,-4.76553,-19793.792988,-2794.04833,-176.134021,-3.02841,3641.13770,-22767.00375,2.38035,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_1B_4H_ntn_edge,26.4185000000,2.4265008578,-4.14917,-17215.447065,-1253.26219,-154.435657,-2.88418,1896.81604,-18626.02909,2.22642,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_2B_2NO2_ntn_edge,44.6500000000,1.9262595181,-3.90133,-12568.872002,-2134.66274,-97.147614,-0.03103,1975.78425,-14800.71339,1.62003,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_ntn_edge_1B_2Br,73.8075000000,1.9989611012,-5.62952,-34443.356088,-4118.67502,-334.871547,-6.35252,4882.18371,-38903.25517,3.63209,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_ntn_edge_1B_4F,57.4945000000,2.0044580319,-5.01037,-22444.828824,-3308.90770,-211.173153,0.39045,4946.90124,-25964.51923,2.80996,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_ntn_edge_2B_4Br,30.2200000000,1.3480235943,-5.05037,-15830.663695,-1009.35723,-123.055789,-1.45398,1610.27686,-16964.53069,3.07432,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_1B_2CN_ntn_edge,34.4415000000,2.6198976097,-5.07649,-13429.540229,-1549.97550,-119.755110,-2.41051,2115.09067,-15101.68135,2.63553,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_1B_4CN_1B_4CN,13.6005000000,2.2666105534,-4.23506,-4756.406366,-692.37123,-40.928252,-0.91274,595.19320,-5490.61858,2.10694,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_2B_2F_2B_2F,23.2570000000,3.2514312619,-2.95428,-4313.242216,-250.66353,-40.595986,-1.37357,474.37351,-4605.87530,1.20412,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_2B_4H_2B_4H,24.3545000000,4.4886753172,-2.80159,-4201.013459,-114.59124,-41.770000,-1.55946,457.32163,-4358.93416,1.25264,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_ntn_edge_1B_4Br,92.9860000000,1.7955703515,-6.00257,-52963.577055,-2475.27660,-488.514155,-15.70284,9163.52076,-55943.07066,4.43799,499640.89963272935711,h2_160K_5Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_ntn_edge_2B_2SH,27.8710000000,2.7119428022,-5.51043,-13144.402065,-706.27060,-108.612027,-0.78470,3059.80730,-13960.06939,2.76016,499640.89963272935711,h2_160K_5Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_11_1B_2OH,17.1325000000,2.2935573867,-7.44339,-58820.771584,-5694.45773,-602.900752,-4.69677,9854.35682,-65122.82683,4.96487,499640.89963272935711,h2_160K_5Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_11_2B_2OH,16.4005000000,3.0013148564,-3.31963,-7633.191879,-844.85416,-59.889065,-0.74849,996.62704,-8538.68360,1.42779,499640.89963272935711,h2_160K_5Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_9_1B_2SH,29.6030000000,1.9722425488,-4.48303,-11726.124376,-1366.97879,-90.618331,-0.68082,1791.41842,-13184.40231,2.38754,499640.89963272935711,h2_160K_5Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_9_2B_2OH,13.0035000000,2.6175139350,-3.37069,-3010.670141,-406.20013,-25.176491,0.39548,386.67140,-3441.65127,1.40533,499640.89963272935711,h2_160K_5Bar
OPT_lvtb_sym_5_on_9_sym_5_mc_2_1B_2OH,27.9520000000,2.1578810193,-4.50580,-11154.004751,-1451.96243,-76.506059,-2.99220,1535.01808,-12685.46544,2.41277,499640.89963272935711,h2_160K_5Bar
OPT_lvtb_sym_5_on_9_sym_5_mc_2_2B_2OH,13.9435000000,2.8067293847,-3.22100,-3322.211154,-446.96371,-26.041591,-1.06597,402.67121,-3796.28243,1.49882,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_1_1B_4CN_1B_4CN_1B_4CN,13.3660000000,1.9044212957,-4.62658,-5004.309615,-691.65618,-38.596658,-1.98255,781.39884,-5736.54500,2.43436,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_1_2B_4F_2B_4F_2B_4F,20.1160000000,2.0323358696,-2.99130,-4482.476300,-392.02357,-37.763426,-1.15903,422.76445,-4913.42233,1.37751,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_2CN_1B_2CN_1B_2CN,12.5475000000,2.1655139660,-4.28587,-4345.597487,-455.31247,-34.680855,-0.68414,580.37904,-4836.27495,2.25070,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_2OH_1B_2OH_1B_2OH,11.7245000000,2.1866919675,-4.15465,-3594.870463,-381.75484,-31.837863,-0.60227,545.74508,-4009.06544,2.10034,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_4CN_1B_4CN_ntn_edge,11.6860000000,1.8578236452,-5.05454,-18921.772787,-2359.21574,-159.756868,-0.81303,2753.69661,-21441.55843,2.55925,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2Br_ntn_edge_2B_2Br,38.2905000000,1.4705238710,-5.71859,-20948.372518,-629.69611,-150.812057,-4.70080,3161.33858,-21733.58149,3.25393,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2CN_ntn_edge_ntn_edge,30.3140000000,2.0068087874,-5.11432,-12907.614868,-1261.95801,-119.383998,-4.10158,1963.61421,-14293.05846,3.00588,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2NO2_ntn_edge_ntn_edge,26.1865000000,1.5982179682,-5.06956,-11161.423230,-911.25535,-83.710361,-1.95920,1800.32898,-12158.34814,2.60158,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_4Br_ntn_edge_ntn_edge,32.5685000000,1.3798105931,-5.46462,-15627.851164,-665.30784,-137.767264,-4.25772,2054.75372,-16435.18398,3.25406,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_2Br_ntn_edge,21.6843750000,1.6655510408,-5.54894,-43143.542748,-1327.11739,-396.877488,-13.31431,6108.84299,-44880.85194,3.57846,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_2OH_1B_2OH,22.9950000000,2.3324472006,-5.33012,-10278.787788,-1111.74460,-92.490441,-0.72128,1540.89755,-11483.74411,3.12260,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_2B_2CF3_2B_2CF3,33.5325000000,1.4901797073,-5.34261,-15464.962918,-740.74184,-103.955470,-3.74115,2638.75021,-16313.40138,2.31019,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_2B_4CN_2B_4CN,39.0520000000,1.9898420549,-5.11379,-18620.453546,-3347.41476,-125.581996,-1.48845,2168.10277,-22094.93876,2.66489,499640.89963272935711,h2_160K_5Bar
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_ntn_edge_1B_2NO2,50.7180000000,1.8473339395,-6.69662,-28622.680884,-2661.22890,-250.120310,1.11694,4792.88753,-31532.91315,4.11455,499640.89963272935711,h2_160K_5Bar
OPT_mrc_sym_6_mc_3_1AN_C_1B_2Br_1B_2Br,52.3635000000,1.4856245416,-6.49363,-30676.092816,-1025.79217,-292.371938,-8.71607,8108.41054,-32002.97299,4.20331,499640.89963272935711,h2_160K_5Bar
OPT_mrc_sym_6_mc_3_1AN_C_1B_2OH_1B_2OH,48.0475000000,2.2708853236,-5.55869,-23408.547103,-3579.16572,-245.539209,-2.64533,3086.44481,-27235.89736,3.85528,499640.89963272935711,h2_160K_5Bar
OPT_mrc_sym_6_mc_3_1AN_C_1B_4H_ntn_edge,36.0220000000,2.2022857555,-5.74364,-18368.843164,-916.23898,-180.138256,-1.59910,2400.65501,-19466.81950,3.82527,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_mc_2_1B_2Br,46.7015000000,1.2620854151,-4.06708,-14520.880107,-993.12080,-111.426629,-1.86771,1976.20133,-15627.29525,1.88163,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_mc_2_1B_4H,38.1810000000,1.7469755869,-3.41095,-9171.994571,-823.11922,-82.270690,-1.61197,886.80003,-10078.99644,1.54501,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_mc_2_2B_4H,11.0535000000,3.0324355327,-3.01143,-2081.774232,-99.71739,-21.654194,-0.34694,238.35057,-2203.49275,1.30737,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_mc_2_sym_5_on_11_1B_4F,47.5830000000,1.8129645265,-4.32385,-16144.089846,-841.37997,-133.937868,-4.87314,2342.96966,-17124.28083,2.09891,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_mc_2_sym_5_on_9_1B_2Br,45.1600000000,1.4333668825,-5.50689,-22674.729459,-818.61584,-166.678334,-4.31098,4279.00376,-23664.33461,2.96920,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_mc_2_sym_5_on_9_2B_2Br,10.1040000000,1.4980144757,-4.01859,-3260.734885,-97.51843,-25.284433,-0.94097,478.47301,-3384.47872,1.77076,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_mc_2_sym_5_on_9_2B_4CN,10.2240000000,1.9078713834,-4.22458,-3346.657387,-665.51094,-26.204827,-0.69119,567.09596,-4039.06434,1.74178,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_on_9_sym_5_mc_2_1B_2OH,40.8885000000,2.1043817510,-4.95852,-15690.572472,-2322.34041,-141.575720,-2.66372,2896.47458,-18157.15232,2.56449,499640.89963272935711,h2_160K_5Bar
OPT_nbob_sym_5_on_9_sym_5_mc_2_2B_2NH2,9.9440000000,2.7031708028,-3.69079,-2756.762667,-171.33434,-21.178897,-0.52355,344.26193,-2949.79945,1.67048,499640.89963272935711,h2_160K_5Bar
OPT_pcu_sym_6_mc_3_1B_2NO2,11.6550000000,1.4008877359,-4.89229,-4276.345216,-637.89895,-32.718164,-0.88119,781.91030,-4947.84352,2.24669,499640.89963272935711,h2_160K_5Bar
OPT_pcu_sym_6_mc_3_2B_2CN,21.3225000000,2.0527943096,-3.93907,-6442.701941,-757.72993,-48.203141,-1.74271,988.79267,-7250.37772,1.72697,499640.89963272935711,h2_160K_5Bar
OPT_phx_sym_5_mc_2_sym_3_on_2_1B_2NH2_1B_2NH2,29.0035000000,2.4564230557,-4.18447,-9272.158299,-495.26893,-71.243347,-1.30544,1314.94968,-9839.97601,1.93533,499640.89963272935711,h2_160K_5Bar
OPT_pts_sym_5_mc_2_1AN_C_1B_2F,19.1305000000,1.5661237427,-4.69557,-7254.963693,-526.62782,-47.823158,-0.25422,1034.67357,-7829.66889,2.21933,499640.89963272935711,h2_160K_5Bar
