MOF_name,molecule,fugacity,loading
SR_aca_v1-4c_B_Ch_v2-6c_bicyclooctane_Ch_v3-6c_Zr_1_Ch_1B_4H_Ch_1TrU_Ch_1x1x2,23_DMB,98295.62964388792,1.4461992394
SR_ahr_v1-6c_Zr_1_Ch_v2-6c_B_Ch_v3-3c_B_Ch_1B_4F_Ch_2x2x1,23_DMB,98295.62964388792,3.2510943687
SR_albd_v1-4c_Cu_1_Ch_v2-6c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_triazine_Ch_ntn_edge_4B_fused_8H_Ch_2x2x2,23_DMB,98295.62964388792,0.7519942909
SR_asc_v1-3c_triazine_Ch_v2-6c_Cr_1_Ch_v3-4c_1anC_Ch_1B_2CH3_Ch_2x2x2,23_DMB,98295.62964388792,4.743167812
SR_asd_v1-4c_pyrene_Ch_v2-4c_1anC_Ch_v3-8c_Zr_1_Ch_1TrU_Ch_2x2x2,23_DMB,98295.62964388792,4.5719120125
SR_bch_v1-3c_triazine_Ch_v2-3c_pyrrole_Ch_v3-6c_Zr_1_Ch_ntn_edge_1B_4F_Ch_1x1x1,23_DMB,98295.62964388792,1.2285379019
SR_bpq_v1-6c_Zr_1_Ch_v2-4c_B_Ch_ntn_edge_2B_2Br_Ch_1x2x1,23_DMB,98295.62964388792,0.6990338811
SR_brk_v1-3c_B_Ch_v2-3c_triazine_Ch_v3-6c_Zn_1_Ch_4B_fused_8H_Ch_1x1x1,23_DMB,98295.62964388792,4.5793290491
SR_brk_v1-3c_triazine_Ch_v2-3c_triazine_Ch_v3-6c_Zn_1_Ch_1B_2SH_Ch_1x1x1,23_DMB,98295.62964388792,6.1719913006
SR_buh_v1-4c_1anC_Ch_v2-12c_Zr_1_Ch_v3-12c_Zr_1_Ch_1B_4H_Ch_1TrU_Ch_1x1x1,23_DMB,98295.62964388792,1.6473454173
SR_cdj_v1-3c_B_Ch_v2-6c_Zr_1_Ch_2B_2F_Ch_1x1x1,23_DMB,98295.62964388792,1.3419109542
SR_cdle_v1-4c_B_Ch_v2-4c_1anC_Ch_v3-4c_Cu_1_Ch_1TrU_Ch_2x2x1,23_DMB,98295.62964388792,4.5188957771
SR_cdm_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_2B_2Br_Ch_1x1x1,23_DMB,98295.62964388792,2.3367959674
SR_cdme_v1-4c_Cu_1_Ch_v2-4c_B_Ch_v3-4c_bicyclooctane_Ch_v4-4c_B_Ch_1DoU_Ch_1TrU_Ch_1B_4H_Ch_2x2x1,23_DMB,98295.62964388792,8.1500490148
SR_cdme_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_bicyclooctane_Ch_v4-4c_Cu_1_Ch_2B_4F_Ch_2x2x1,23_DMB,98295.62964388792,1.2730400899
SR_cdze_v1-4c_bicyclooctane_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-4c_pyrene_Ch_ntn_edge_1B_4CN_Ch_2x3x1,23_DMB,98295.62964388792,2.0123162447
